2773 2149 -2963
2496 1908 -2429
2168 2091 -4019
-1245 81 -3557
-2263 295 -6913
4282 3005 -2306
4531 2600 -14
-3640 -1361 -2958
2556 2028 -2195
4539 3195 -2232
-2825 -1079 -2148
4148 2597 -716
-1416 347 -4353
1825 2047 -3628
2505 2584 -4069
3223 1904 -51
2663 1912 -1202
5940 4187 -2320
4540 3559 -2939
2543 2754 -4144
-3700 -1580 -2012
2925 2748 -3251
2148 2325 -3318
4841 3369 -1475
1667 2250 -3877
3301 3169 -3654
2492 2188 -2105
4062 3279 -2531
1250 2115 -4062
-1345 991 -5329
359 1279 -3107
677 1609 -3434
3302 3526 -4278
-1621 1007 -5590
3596 4108 -5271
956 2015 -3916
838 1901 -3774
1684 2440 -3747
3397 4094 -5248
748 1891 -3675
5039 2904 575
4137 3346 -1911
1721 2644 -3851
1713 2347 -3045
3157 4192 -5224
1647 2287 -2907
1690 2487 -3249
-1526 1336 -5248
2673 3476 -4014
4616 4667 -3879
2690 4404 -5974
189 1901 -3905
510 1997 -3635
-4369 -1707 -2383
-745 1423 -4108
-743 1511 -4267
216 2176 -4318
1596 2564 -3198
2577 4318 -5481
-619 283 -1400
-1532 1519 -5094
5533 4154 -1079
1600 2681 -3245
2536 3623 -3819
-1847 1479 -5217
-2425 2012 -6952
-121 3150 -6166
-650 1623 -3888
4902 5135 -3514
2924 2935 -1827
210 1844 -3143
4278 4739 -3402
-508 1730 -3735
1391 2725 -3214
4251 4872 -3578
5738 5039 -2034
3167 2353 -354
5620 3753 126
1067 2952 -3786
1191 2269 -2455
2997 2243 -322
603 2252 -3065
2052 2643 -2031
4565 4710 -2548
-1274 1526 -3896
1599 3862 -4413
4414 4807 -2760
-1333 1640 -4034
-216 2250 -3749
2942 2074 -19
3978 3897 -1691
-1751 1330 -3869
3007 2741 -908
770 2624 -3056
2728 2772 -1206
97 2164 -3034
-1300 1678 -3743
-336 1862 -2995
1479 2177 -1559
1541 2279 -1622
5648 4741 -877
2048 4203 -3711
896 2147 -2014
-1315 1785 -3665
3281 5079 -3523
69 4794 -6203
-1256 1212 -2777
5934 5248 -1090
3361 5019 -3238
2043 5597 -5190
3158 3542 -1500
2534 3101 -1496
2507 2897 -1238
2572 4963 -3686
3395 5478 -3511
-1284 1253 -2663
2681 5143 -3662
2424 5418 -4201
-3198 2957 -6309
2879 2174 46
204 3655 -3978
-2421 1232 -3508
1734 2258 -1004
-287 2107 -2579
-313 4605 -5337
767 3032 -2651
4062 3617 -458
2662 1950 161
2029 3687 -2238
1583 4647 -3609
2850 6195 -4149
-2661 1251 -3539
-197 2273 -2519
865 3259 -2641
2596 1927 167
-1211 4117 -5125
1793 2617 -1153
-62 3803 -3803
